"industry";"gk1";"softvar";"rule";"name"
"620";"4";"S78";"if (S78 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.39 * Echt.Productie_SFO + 299.5";"S78_2"
"620";"4";"S79";"if (S79 == 0) Echt.Omzet_Handel_en_Overig >= 0.82 * Echt.Netto_Omzet_minus_accijnzen + -44.47";"S79_1"
"620";"4";"S79";"if (S79 == 0) Echt.Omzet_Handel_en_Overig <= 1.16 * Echt.Netto_Omzet_minus_accijnzen + 43.95";"S79_2"
"620";"4";"S80";"if (S80 == 0) Echt.Omzet_Handel_en_Overig >= 0.82 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -44.98";"S80_1"
"620";"4";"S80";"if (S80 == 0) Echt.Omzet_Handel_en_Overig <= 1.17 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 44.51";"S80_2"
"620";"4";"S81";"if (S81 == 0) Echt.Omzet_Handel_en_Overig >= 0.52 * Echt.Productie_SFO + -331.55";"S81_1"
"620";"4";"S81";"if (S81 == 0) Echt.Omzet_Handel_en_Overig <= 1.41 * Echt.Productie_SFO + 319.72";"S81_2"
"620";"5";"S82";"if (S82 == 0) Echt.Arbeidskosten >= 0.95 * Echt.Lonen + -9.27";"S82_1"
"620";"5";"S82";"if (S82 == 0) Echt.Arbeidskosten <= 1.57 * Echt.Lonen + 30.01";"S82_2"
"620";"5";"S83";"if (S83 == 0) Echt.Lonen >= 0.58 * Echt.Arbeidskosten + -13.26";"S83_1"
"620";"5";"S83";"if (S83 == 0) Echt.Lonen <= 1 * Echt.Arbeidskosten + 15.54";"S83_2"
"620";"5";"S84";"if (S84 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.98 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -5.6";"S84_1"
"620";"5";"S84";"if (S84 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.02 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 5.7";"S84_2"
"620";"5";"S85";"if (S85 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.65 * Echt.Productie_SFO + -560.16";"S85_1"
"620";"5";"S85";"if (S85 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.2 * Echt.Productie_SFO + 819.32";"S85_2"
"620";"5";"S86";"if (S86 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.98 * Echt.Netto_Omzet_minus_accijnzen + -4.95";"S86_1"
"620";"5";"S86";"if (S86 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.02 * Echt.Netto_Omzet_minus_accijnzen + 4.95";"S86_2"
"620";"5";"S87";"if (S87 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.65 * Echt.Productie_SFO + -558.25";"S87_1"
"620";"5";"S87";"if (S87 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.19 * Echt.Productie_SFO + 818.94";"S87_2"
"620";"5";"S88";"if (S88 == 0) Echt.Omzet_Handel_en_Overig >= 0.85 * Echt.Netto_Omzet_minus_accijnzen + -35.38";"S88_1"
"620";"5";"S88";"if (S88 == 0) Echt.Omzet_Handel_en_Overig <= 1.14 * Echt.Netto_Omzet_minus_accijnzen + 35.08";"S88_2"
"620";"5";"S89";"if (S89 == 0) Echt.Omzet_Handel_en_Overig >= 0.85 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -35.72";"S89_1"
"620";"5";"S89";"if (S89 == 0) Echt.Omzet_Handel_en_Overig <= 1.14 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 35.52";"S89_2"
"620";"5";"S90";"if (S90 == 0) Echt.Omzet_Handel_en_Overig >= 0.63 * Echt.Productie_SFO + -608.15";"S90_1"
"620";"5";"S90";"if (S90 == 0) Echt.Omzet_Handel_en_Overig <= 1.21 * Echt.Productie_SFO + 859.65";"S90_2"
"620";"6";"S91";"if (S91 == 0) Echt.Arbeidskosten >= 1.05 * Echt.Lonen + -10.99";"S91_1"
"620";"6";"S91";"if (S91 == 0) Echt.Arbeidskosten <= 1.45 * Echt.Lonen + 35.07";"S91_2"
"620";"6";"S92";"if (S92 == 0) Echt.Lonen >= 0.67 * Echt.Arbeidskosten + -16.25";"S92_1"
"620";"6";"S92";"if (S92 == 0) Echt.Lonen <= 0.93 * Echt.Arbeidskosten + 16.35";"S92_2"
"620";"6";"S93";"if (S93 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.99 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -3.2";"S93_1"
"620";"6";"S93";"if (S93 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.01 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 3.2";"S93_2"
"620";"6";"S94";"if (S94 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.74 * Echt.Productie_SFO + -829.02";"S94_1"
"620";"6";"S94";"if (S94 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.02 * Echt.Productie_SFO + 2449.57";"S94_2"
"620";"6";"S95";"if (S95 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.99 * Echt.Netto_Omzet_minus_accijnzen + -2.76";"S95_1"
"620";"6";"S95";"if (S95 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.01 * Echt.Netto_Omzet_minus_accijnzen + 2.85";"S95_2"
"620";"6";"S96";"if (S96 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.74 * Echt.Productie_SFO + -822.35";"S96_1"
"620";"6";"S96";"if (S96 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.02 * Echt.Productie_SFO + 2450.79";"S96_2"
"620";"6";"S97";"if (S97 == 0) Echt.Omzet_Handel_en_Overig >= 0.91 * Echt.Netto_Omzet_minus_accijnzen + -20.28";"S97_1"
"620";"6";"S97";"if (S97 == 0) Echt.Omzet_Handel_en_Overig <= 1.07 * Echt.Netto_Omzet_minus_accijnzen + 19.62";"S97_2"
"620";"6";"S98";"if (S98 == 0) Echt.Omzet_Handel_en_Overig >= 0.91 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -20.51";"S98_1"
"620";"6";"S98";"if (S98 == 0) Echt.Omzet_Handel_en_Overig <= 1.08 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 19.84";"S98_2"
"620";"6";"S99";"if (S99 == 0) Echt.Omzet_Handel_en_Overig >= 0.73 * Echt.Productie_SFO + -958.27";"S99_1"
"620";"6";"S99";"if (S99 == 0) Echt.Omzet_Handel_en_Overig <= 1.02 * Echt.Productie_SFO + 2530.24";"S99_2"
"620";"7";"S100";"if (S100 == 0) Echt.Arbeidskosten >= 1.12 * Echt.Lonen + -292.8";"S100_1"
"620";"7";"S100";"if (S100 == 0) Echt.Arbeidskosten <= 1.26 * Echt.Lonen + 1126.75";"S100_2"
"620";"7";"S101";"if (S101 == 0) Echt.Lonen >= 0.8 * Echt.Arbeidskosten + -1014.16";"S101_1"
"620";"7";"S101";"if (S101 == 0) Echt.Lonen <= 0.9 * Echt.Arbeidskosten + 193.01";"S101_2"
"620";"7";"S102";"if (S102 == 0) Echt.Netto_Omzet_minus_accijnzen >= 1 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -198.66";"S102_1"
"620";"7";"S102";"if (S102 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.01 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 158.49";"S102_2"
"620";"7";"S103";"if (S103 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.77 * Echt.Productie_SFO + -655.02";"S103_1"
"620";"7";"S103";"if (S103 == 0) Echt.Netto_Omzet_minus_accijnzen <= 0.94 * Echt.Productie_SFO + 5636.34";"S103_2"
"620";"7";"S104";"if (S104 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.99 * Echt.Netto_Omzet_minus_accijnzen + -135.72";"S104_1"
"620";"7";"S104";"if (S104 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1 * Echt.Netto_Omzet_minus_accijnzen + 177.56";"S104_2"
"620";"7";"S105";"if (S105 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.77 * Echt.Productie_SFO + -638.04";"S105_1"
"620";"7";"S105";"if (S105 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 0.94 * Echt.Productie_SFO + 5642.86";"S105_2"
"620";"7";"S106";"if (S106 == 0) Echt.Omzet_Handel_en_Overig >= 0.96 * Echt.Netto_Omzet_minus_accijnzen + -1194.32";"S106_1"
"620";"7";"S106";"if (S106 == 0) Echt.Omzet_Handel_en_Overig <= 1.03 * Echt.Netto_Omzet_minus_accijnzen + 1035.5";"S106_2"
"620";"7";"S107";"if (S107 == 0) Echt.Omzet_Handel_en_Overig >= 0.96 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -1224.29";"S107_1"
"620";"7";"S107";"if (S107 == 0) Echt.Omzet_Handel_en_Overig <= 1.03 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 1027.14";"S107_2"
"620";"7";"S108";"if (S108 == 0) Echt.Omzet_Handel_en_Overig >= 0.76 * Echt.Productie_SFO + -931.25";"S108_1"
"620";"7";"S108";"if (S108 == 0) Echt.Omzet_Handel_en_Overig <= 0.94 * Echt.Productie_SFO + 5762.94";"S108_2"
"5229";"1";"S109";"if (S109 == 0) Echt.Arbeidskosten >= -0.65 * Echt.Lonen + -16.35";"S109_1"
"5229";"1";"S109";"if (S109 == 0) Echt.Arbeidskosten <= 3.28 * Echt.Lonen + 15.43";"S109_2"
"5229";"1";"S110";"if (S110 == 0) Echt.Lonen >= -0.22 * Echt.Arbeidskosten + -8.31";"S110_1"
"5229";"1";"S110";"if (S110 == 0) Echt.Lonen <= 1.76 * Echt.Arbeidskosten + 9.28";"S110_2"
"5229";"1";"S111";"if (S111 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.72 * Echt.Productie_SFO + -21";"S111_1"
"5229";"1";"S111";"if (S111 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.27 * Echt.Productie_SFO + 17.63";"S111_2"
"5229";"1";"S112";"if (S112 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= -1.68 * Echt.Netto_Omzet_minus_accijnzen + -178.98";"S112_1"
"5229";"1";"S112";"if (S112 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 3.5 * Echt.Netto_Omzet_minus_accijnzen + 193.74";"S112_2"
"5229";"1";"S113";"if (S113 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= -1.7 * Echt.Productie_SFO + -178.31";"S113_1"
"5229";"1";"S113";"if (S113 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 3.51 * Echt.Productie_SFO + 190.32";"S113_2"
"5229";"1";"S114";"if (S114 == 0) Echt.Productie_SFO >= 0.68 * Echt.Netto_Omzet_minus_accijnzen + -20.06";"S114_1"
"5229";"1";"S114";"if (S114 == 0) Echt.Productie_SFO <= 1.33 * Echt.Netto_Omzet_minus_accijnzen + 26.56";"S114_2"
"5229";"2";"S115";"if (S115 == 0) Echt.Arbeidskosten >= 0.85 * Echt.Lonen + -22.57";"S115_1"
"5229";"2";"S115";"if (S115 == 0) Echt.Arbeidskosten <= 1.6 * Echt.Lonen + 22.84";"S115_2"
"5229";"2";"S116";"if (S116 == 0) Echt.Lonen >= 0.61 * Echt.Arbeidskosten + -12.94";"S116_1"
"5229";"2";"S116";"if (S116 == 0) Echt.Lonen <= 0.99 * Echt.Arbeidskosten + 13.48";"S116_2"
"5229";"2";"S117";"if (S117 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.9 * Echt.Productie_SFO + -35.32";"S117_1"
"5229";"2";"S117";"if (S117 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.09 * Echt.Productie_SFO + 31.91";"S117_2"
"5229";"2";"S118";"if (S118 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.03 * Echt.Netto_Omzet_minus_accijnzen + -286.78";"S118_1"
"5229";"2";"S118";"if (S118 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.8 * Echt.Netto_Omzet_minus_accijnzen + 301.26";"S118_2"
"5229";"2";"S119";"if (S119 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.03 * Echt.Productie_SFO + -314.96";"S119_1"
"5229";"2";"S119";"if (S119 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.79 * Echt.Productie_SFO + 326.6";"S119_2"
"5229";"2";"S120";"if (S120 == 0) Echt.Productie_SFO >= 0.9 * Echt.Netto_Omzet_minus_accijnzen + -33.51";"S120_1"
"5229";"2";"S120";"if (S120 == 0) Echt.Productie_SFO <= 1.12 * Echt.Netto_Omzet_minus_accijnzen + 40.05";"S120_2"
"5229";"3";"S121";"if (S121 == 0) Echt.Arbeidskosten >= 0.85 * Echt.Lonen + -113.89";"S121_1"
"5229";"3";"S121";"if (S121 == 0) Echt.Arbeidskosten <= 1.77 * Echt.Lonen + 114.24";"S121_2"
"5229";"3";"S122";"if (S122 == 0) Echt.Lonen >= 0.54 * Echt.Arbeidskosten + -69.21";"S122_1"
"5229";"3";"S122";"if (S122 == 0) Echt.Lonen <= 1 * Echt.Arbeidskosten + 69.73";"S122_2"
"5229";"3";"S123";"if (S123 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.94 * Echt.Productie_SFO + -100.27";"S123_1"
"5229";"3";"S123";"if (S123 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.05 * Echt.Productie_SFO + 96.43";"S123_2"
"5229";"3";"S124";"if (S124 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.37 * Echt.Netto_Omzet_minus_accijnzen + -933.98";"S124_1"
"5229";"3";"S124";"if (S124 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.46 * Echt.Netto_Omzet_minus_accijnzen + 944.77";"S124_2"
"5229";"3";"S125";"if (S125 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.36 * Echt.Productie_SFO + -934.72";"S125_1"
"5229";"3";"S125";"if (S125 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.45 * Echt.Productie_SFO + 942.31";"S125_2"
"5229";"3";"S126";"if (S126 == 0) Echt.Productie_SFO >= 0.94 * Echt.Netto_Omzet_minus_accijnzen + -114.01";"S126_1"
"5229";"3";"S126";"if (S126 == 0) Echt.Productie_SFO <= 1.08 * Echt.Netto_Omzet_minus_accijnzen + 121";"S126_2"
"5229";"4";"S127";"if (S127 == 0) Echt.Arbeidskosten >= 0.94 * Echt.Lonen + -98.73";"S127_1"
"5229";"4";"S127";"if (S127 == 0) Echt.Arbeidskosten <= 1.66 * Echt.Lonen + 105.94";"S127_2"
"5229";"4";"S128";"if (S128 == 0) Echt.Lonen >= 0.6 * Echt.Arbeidskosten + -62.8";"S128_1"
"5229";"4";"S128";"if (S128 == 0) Echt.Lonen <= 0.95 * Echt.Arbeidskosten + 60.15";"S128_2"
"5229";"4";"S129";"if (S129 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.94 * Echt.Productie_SFO + -20.5";"S129_1"
"5229";"4";"S129";"if (S129 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.05 * Echt.Productie_SFO + 17.01";"S129_2"
"5229";"4";"S130";"if (S130 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.4 * Echt.Netto_Omzet_minus_accijnzen + -172.13";"S130_1"
"5229";"4";"S130";"if (S130 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.43 * Echt.Netto_Omzet_minus_accijnzen + 185.82";"S130_2"
"5229";"4";"S131";"if (S131 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.4 * Echt.Productie_SFO + -173.57";"S131_1"
"5229";"4";"S131";"if (S131 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.43 * Echt.Productie_SFO + 184.38";"S131_2"
"5229";"4";"S132";"if (S132 == 0) Echt.Productie_SFO >= 0.94 * Echt.Netto_Omzet_minus_accijnzen + -19.07";"S132_1"
"5229";"4";"S132";"if (S132 == 0) Echt.Productie_SFO <= 1.07 * Echt.Netto_Omzet_minus_accijnzen + 25.7";"S132_2"
"5229";"5";"S133";"if (S133 == 0) Echt.Arbeidskosten >= 1.05 * Echt.Lonen + -174.56";"S133_1"
"5229";"5";"S133";"if (S133 == 0) Echt.Arbeidskosten <= 1.53 * Echt.Lonen + 198.13";"S133_2"
"5229";"5";"S134";"if (S134 == 0) Echt.Lonen >= 0.67 * Echt.Arbeidskosten + -138.1";"S134_1"
"5229";"5";"S134";"if (S134 == 0) Echt.Lonen <= 0.89 * Echt.Arbeidskosten + 127.26";"S134_2"
"5229";"5";"S135";"if (S135 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.97 * Echt.Productie_SFO + -187.46";"S135_1"
"5229";"5";"S135";"if (S135 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.02 * Echt.Productie_SFO + 171.05";"S135_2"
"5229";"5";"S136";"if (S136 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.67 * Echt.Netto_Omzet_minus_accijnzen + -1723.06";"S136_1"
"5229";"5";"S136";"if (S136 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.19 * Echt.Netto_Omzet_minus_accijnzen + 1633.15";"S136_2"
"5229";"5";"S137";"if (S137 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.67 * Echt.Productie_SFO + -1765.09";"S137_1"
"5229";"5";"S137";"if (S137 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.19 * Echt.Productie_SFO + 1656.03";"S137_2"
"5229";"5";"S138";"if (S138 == 0) Echt.Productie_SFO >= 0.97 * Echt.Netto_Omzet_minus_accijnzen + -200.2";"S138_1"
"5229";"5";"S138";"if (S138 == 0) Echt.Productie_SFO <= 1.04 * Echt.Netto_Omzet_minus_accijnzen + 219.62";"S138_2"
"5229";"6";"S139";"if (S139 == 0) Echt.Arbeidskosten >= 1.14 * Echt.Lonen + -342.24";"S139_1"
"5229";"6";"S139";"if (S139 == 0) Echt.Arbeidskosten <= 1.38 * Echt.Lonen + 549.86";"S139_2"
"5229";"6";"S140";"if (S140 == 0) Echt.Lonen >= 0.73 * Echt.Arbeidskosten + -319.12";"S140_1"
"5229";"6";"S140";"if (S140 == 0) Echt.Lonen <= 0.85 * Echt.Arbeidskosten + 235.75";"S140_2"
"5229";"6";"S141";"if (S141 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.98 * Echt.Productie_SFO + -552.68";"S141_1"
"5229";"6";"S141";"if (S141 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.01 * Echt.Productie_SFO + 454.93";"S141_2"
"5229";"6";"S142";"if (S142 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.8 * Echt.Netto_Omzet_minus_accijnzen + -4809.51";"S142_1"
"5229";"6";"S142";"if (S142 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.1 * Echt.Netto_Omzet_minus_accijnzen + 4129.76";"S142_2"
"5229";"6";"S143";"if (S143 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.8 * Echt.Productie_SFO + -5239.75";"S143_1"
"5229";"6";"S143";"if (S143 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.09 * Echt.Productie_SFO + 4375.42";"S143_2"
"5229";"6";"S144";"if (S144 == 0) Echt.Productie_SFO >= 0.98 * Echt.Netto_Omzet_minus_accijnzen + -512.98";"S144_1"
"5229";"6";"S144";"if (S144 == 0) Echt.Productie_SFO <= 1.02 * Echt.Netto_Omzet_minus_accijnzen + 605.22";"S144_2"
"5229";"7";"S145";"if (S145 == 0) Echt.Arbeidskosten >= 1.08 * Echt.Lonen + 8.46";"S145_1"
"5229";"7";"S145";"if (S145 == 0) Echt.Arbeidskosten <= 1.26 * Echt.Lonen + 1216.77";"S145_2"
"5229";"7";"S146";"if (S146 == 0) Echt.Lonen >= 0.77 * Echt.Arbeidskosten + -612.63";"S146_1"
"5229";"7";"S146";"if (S146 == 0) Echt.Lonen <= 0.86 * Echt.Arbeidskosten + 134.78";"S146_2"
"5229";"7";"S147";"if (S147 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.99 * Echt.Productie_SFO + -759.07";"S147_1"
"5229";"7";"S147";"if (S147 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.01 * Echt.Productie_SFO + 502.69";"S147_2"
"5229";"7";"S148";"if (S148 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.85 * Echt.Netto_Omzet_minus_accijnzen + -7040.78";"S148_1"
"5229";"7";"S148";"if (S148 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.08 * Echt.Netto_Omzet_minus_accijnzen + 4962.95";"S148_2"
"5229";"7";"S149";"if (S149 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.85 * Echt.Productie_SFO + -7188.67";"S149_1"
"5229";"7";"S149";"if (S149 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.08 * Echt.Productie_SFO + 4851.68";"S149_2"
"5229";"7";"S150";"if (S150 == 0) Echt.Productie_SFO >= 0.99 * Echt.Netto_Omzet_minus_accijnzen + -618.35";"S150_1"
"5229";"7";"S150";"if (S150 == 0) Echt.Productie_SFO <= 1.02 * Echt.Netto_Omzet_minus_accijnzen + 883.18";"S150_2"
"46";"1";"S151";"if (S151 == 0) Echt.Arbeidskosten >= 0.01 * Echt.Lonen + -11.56";"S151_1"
"46";"1";"S151";"if (S151 == 0) Echt.Arbeidskosten <= 2.57 * Echt.Lonen + 11.86";"S151_2"
"46";"1";"S152";"if (S152 == 0) Echt.Lonen >= 0.01 * Echt.Arbeidskosten + -7.37";"S152_1"
"46";"1";"S152";"if (S152 == 0) Echt.Lonen <= 1.55 * Echt.Arbeidskosten + 7.67";"S152_2"
"46";"1";"S153";"if (S153 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.87 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -14.65";"S153_1"
"46";"1";"S153";"if (S153 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.13 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 14.9";"S153_2"
"46";"1";"S154";"if (S154 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.65 * Echt.Productie_SFO + -53.36";"S154_1"
"46";"1";"S154";"if (S154 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.34 * Echt.Productie_SFO + 49.57";"S154_2"
"46";"1";"S155";"if (S155 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.88 * Echt.Netto_Omzet_minus_accijnzen + -13.37";"S155_1"
"46";"1";"S155";"if (S155 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.11 * Echt.Netto_Omzet_minus_accijnzen + 13.31";"S155_2"
"46";"1";"S156";"if (S156 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.63 * Echt.Productie_SFO + -55.54";"S156_1"
"46";"1";"S156";"if (S156 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.35 * Echt.Productie_SFO + 51.64";"S156_2"
"46";"2";"S157";"if (S157 == 0) Echt.Arbeidskosten >= 0.55 * Echt.Lonen + -12.3";"S157_1"
"46";"2";"S157";"if (S157 == 0) Echt.Arbeidskosten <= 2.03 * Echt.Lonen + 12.61";"S157_2"
"46";"2";"S158";"if (S158 == 0) Echt.Lonen >= 0.34 * Echt.Arbeidskosten + -7.85";"S158_1"
"46";"2";"S158";"if (S158 == 0) Echt.Lonen <= 1.22 * Echt.Arbeidskosten + 8.15";"S158_2"
"46";"2";"S159";"if (S159 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.91 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -16.14";"S159_1"
"46";"2";"S159";"if (S159 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.1 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 16.39";"S159_2"
"46";"2";"S160";"if (S160 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.73 * Echt.Productie_SFO + -63.04";"S160_1"
"46";"2";"S160";"if (S160 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.25 * Echt.Productie_SFO + 59.24";"S160_2"
"46";"2";"S161";"if (S161 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.91 * Echt.Netto_Omzet_minus_accijnzen + -14.23";"S161_1"
"46";"2";"S161";"if (S161 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.08 * Echt.Netto_Omzet_minus_accijnzen + 14.16";"S161_2"
"46";"2";"S162";"if (S162 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten >= 0.72 * Echt.Productie_SFO + -65.62";"S162_1"
"46";"2";"S162";"if (S162 == 0) Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten <= 1.26 * Echt.Productie_SFO + 61.72";"S162_2"
"46";"3";"S163";"if (S163 == 0) Echt.Arbeidskosten >= 0.85 * Echt.Lonen + -34.89";"S163_1"
"46";"3";"S163";"if (S163 == 0) Echt.Arbeidskosten <= 1.71 * Echt.Lonen + 36.8";"S163_2"
"46";"3";"S164";"if (S164 == 0) Echt.Lonen >= 0.54 * Echt.Arbeidskosten + -24.04";"S164_1"
"46";"3";"S164";"if (S164 == 0) Echt.Lonen <= 1.03 * Echt.Arbeidskosten + 24.06";"S164_2"
"46";"3";"S165";"if (S165 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.96 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + -12.18";"S165_1"
"46";"3";"S165";"if (S165 == 0) Echt.Netto_Omzet_minus_accijnzen <= 1.05 * Echt.Netto_Omzet_minus_accijnzen_minus_doorberekende_vrachtkosten + 12.47";"S165_2"
"46";"3";"S166";"if (S166 == 0) Echt.Netto_Omzet_minus_accijnzen >= 0.89 * Echt.Productie_SFO + -113.67";"S166_1"
